source_url,title,cvf_page,pdf_link,arxiv_link
https://openaccess.thecvf.com/ICCV2025?day=all,Radiant Foam: Real-Time Differentiable Ray Tracing,https://openaccess.thecvf.com/content/ICCV2025/html/Govindarajan_Radiant_Foam_Real-Time_Differentiable_Ray_Tracing_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Govindarajan_Radiant_Foam_Real-Time_Differentiable_Ray_Tracing_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Attention to the Burstiness in Visual Prompt Tuning!,https://openaccess.thecvf.com/content/ICCV2025/html/Wang_Attention_to_the_Burstiness_in_Visual_Prompt_Tuning_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Wang_Attention_to_the_Burstiness_in_Visual_Prompt_Tuning_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,BadVideo: Stealthy Backdoor Attack against Text-to-Video Generation,https://openaccess.thecvf.com/content/ICCV2025/html/Wang_BadVideo_Stealthy_Backdoor_Attack_against_Text-to-Video_Generation_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Wang_BadVideo_Stealthy_Backdoor_Attack_against_Text-to-Video_Generation_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Cassic: Towards Content-Adaptive State-Space Models for Learned Image Compression,https://openaccess.thecvf.com/content/ICCV2025/html/Qin_Cassic_Towards_Content-Adaptive_State-Space_Models_for_Learned_Image_Compression_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Qin_Cassic_Towards_Content-Adaptive_State-Space_Models_for_Learned_Image_Compression_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,AIGI-Holmes: Towards Explainable and Generalizable AI-Generated Image Detection via Multimodal Large Language Models,https://openaccess.thecvf.com/content/ICCV2025/html/Zhou_AIGI-Holmes_Towards_Explainable_and_Generalizable_AI-Generated_Image_Detection_via_Multimodal_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Zhou_AIGI-Holmes_Towards_Explainable_and_Generalizable_AI-Generated_Image_Detection_via_Multimodal_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,TokensGen: Harnessing Condensed Tokens for Long Video Generation,https://openaccess.thecvf.com/content/ICCV2025/html/Ouyang_TokensGen_Harnessing_Condensed_Tokens_for_Long_Video_Generation_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Ouyang_TokensGen_Harnessing_Condensed_Tokens_for_Long_Video_Generation_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Cross-View Isolated Sign Language Recognition via View Synthesis and Feature Disentanglement,https://openaccess.thecvf.com/content/ICCV2025/html/Shen_Cross-View_Isolated_Sign_Language_Recognition_via_View_Synthesis_and_Feature_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Shen_Cross-View_Isolated_Sign_Language_Recognition_via_View_Synthesis_and_Feature_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,R1-Onevision: Advancing Generalized Multimodal Reasoning through Cross-Modal Formalization,https://openaccess.thecvf.com/content/ICCV2025/html/Yang_R1-Onevision_Advancing_Generalized_Multimodal_Reasoning_through_Cross-Modal_Formalization_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Yang_R1-Onevision_Advancing_Generalized_Multimodal_Reasoning_through_Cross-Modal_Formalization_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,HIS-GPT: Towards 3D Human-In-Scene Multimodal Understanding,https://openaccess.thecvf.com/content/ICCV2025/html/Zhao_HIS-GPT_Towards_3D_Human-In-Scene_Multimodal_Understanding_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Zhao_HIS-GPT_Towards_3D_Human-In-Scene_Multimodal_Understanding_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Learnable Logit Adjustment for Imbalanced Semi-Supervised Learning under Class Distribution Mismatch,https://openaccess.thecvf.com/content/ICCV2025/html/Lee_Learnable_Logit_Adjustment_for_Imbalanced_Semi-Supervised_Learning_under_Class_Distribution_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Lee_Learnable_Logit_Adjustment_for_Imbalanced_Semi-Supervised_Learning_under_Class_Distribution_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Subjective Camera 1.0: Bridging Human Cognition and Visual Reconstruction through Sequence-Aware Sketch-Guided Diffusion,https://openaccess.thecvf.com/content/ICCV2025/html/Chen_Subjective_Camera_1.0_Bridging_Human_Cognition_and_Visual_Reconstruction_through_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Chen_Subjective_Camera_1.0_Bridging_Human_Cognition_and_Visual_Reconstruction_through_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Learning Robust Image Watermarking with Lossless Cover Recovery,https://openaccess.thecvf.com/content/ICCV2025/html/Chen_Learning_Robust_Image_Watermarking_with_Lossless_Cover_Recovery_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Chen_Learning_Robust_Image_Watermarking_with_Lossless_Cover_Recovery_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Enhancing Transformers Through Conditioned Embedded Tokens,https://openaccess.thecvf.com/content/ICCV2025/html/Saratchandran_Enhancing_Transformers_Through_Conditioned_Embedded_Tokens_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Saratchandran_Enhancing_Transformers_Through_Conditioned_Embedded_Tokens_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Drawing Developmental Trajectory from Cortical Surface Reconstruction,https://openaccess.thecvf.com/content/ICCV2025/html/Wu_Drawing_Developmental_Trajectory_from_Cortical_Surface_Reconstruction_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Wu_Drawing_Developmental_Trajectory_from_Cortical_Surface_Reconstruction_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,CryoFastAR: Fast Cryo-EM Ab initio Reconstruction Made Easy,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_CryoFastAR_Fast_Cryo-EM_Ab_initio_Reconstruction_Made_Easy_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_CryoFastAR_Fast_Cryo-EM_Ab_initio_Reconstruction_Made_Easy_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,3DGS-LM: Faster Gaussian-Splatting Optimization with Levenberg-Marquardt,https://openaccess.thecvf.com/content/ICCV2025/html/Hollein_3DGS-LM_Faster_Gaussian-Splatting_Optimization_with_Levenberg-Marquardt_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Hollein_3DGS-LM_Faster_Gaussian-Splatting_Optimization_with_Levenberg-Marquardt_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,GauUpdate: New Object Insertion in 3D Gaussian Fields with Consistent Global Illumination,https://openaccess.thecvf.com/content/ICCV2025/html/Ren_GauUpdate_New_Object_Insertion_in_3D_Gaussian_Fields_with_Consistent_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Ren_GauUpdate_New_Object_Insertion_in_3D_Gaussian_Fields_with_Consistent_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,OphCLIP: Hierarchical Retrieval-Augmented Learning for Ophthalmic Surgical Video-Language Pretraining,https://openaccess.thecvf.com/content/ICCV2025/html/Hu_OphCLIP_Hierarchical_Retrieval-Augmented_Learning_for_Ophthalmic_Surgical_Video-Language_Pretraining_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Hu_OphCLIP_Hierarchical_Retrieval-Augmented_Learning_for_Ophthalmic_Surgical_Video-Language_Pretraining_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Hints of Prompt: Enhancing Visual Representation for Multimodal LLMs in Autonomous Driving,https://openaccess.thecvf.com/content/ICCV2025/html/Zhou_Hints_of_Prompt_Enhancing_Visual_Representation_for_Multimodal_LLMs_in_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Zhou_Hints_of_Prompt_Enhancing_Visual_Representation_for_Multimodal_LLMs_in_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,IM360: Large-scale Indoor Mapping with 360 Cameras,https://openaccess.thecvf.com/content/ICCV2025/html/Jung_IM360_Large-scale_Indoor_Mapping_with_360_Cameras_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Jung_IM360_Large-scale_Indoor_Mapping_with_360_Cameras_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,RegGS: Unposed Sparse Views Gaussian Splatting with 3DGS Registration,https://openaccess.thecvf.com/content/ICCV2025/html/Cheng_RegGS_Unposed_Sparse_Views_Gaussian_Splatting_with_3DGS_Registration_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Cheng_RegGS_Unposed_Sparse_Views_Gaussian_Splatting_with_3DGS_Registration_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,SU-RGS: Relightable 3D Gaussian Splatting from Sparse Views under Unconstrained Illuminations,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_SU-RGS_Relightable_3D_Gaussian_Splatting_from_Sparse_Views_under_Unconstrained_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_SU-RGS_Relightable_3D_Gaussian_Splatting_from_Sparse_Views_under_Unconstrained_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Representation Shift: Unifying Token Compression with FlashAttention,https://openaccess.thecvf.com/content/ICCV2025/html/Choi_Representation_Shift_Unifying_Token_Compression_with_FlashAttention_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Choi_Representation_Shift_Unifying_Token_Compression_with_FlashAttention_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,DGTalker: Disentangled Generative Latent Space Learning for Audio-Driven Gaussian Talking Heads,https://openaccess.thecvf.com/content/ICCV2025/html/Liang_DGTalker_Disentangled_Generative_Latent_Space_Learning_for_Audio-Driven_Gaussian_Talking_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Liang_DGTalker_Disentangled_Generative_Latent_Space_Learning_for_Audio-Driven_Gaussian_Talking_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,RALoc: Enhancing Outdoor LiDAR Localization via Rotation Awareness,https://openaccess.thecvf.com/content/ICCV2025/html/Yang_RALoc_Enhancing_Outdoor_LiDAR_Localization_via_Rotation_Awareness_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Yang_RALoc_Enhancing_Outdoor_LiDAR_Localization_via_Rotation_Awareness_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,EDiT: Efficient Diffusion Transformers with Linear Compressed Attention,https://openaccess.thecvf.com/content/ICCV2025/html/Becker_EDiT_Efficient_Diffusion_Transformers_with_Linear_Compressed_Attention_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Becker_EDiT_Efficient_Diffusion_Transformers_with_Linear_Compressed_Attention_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,GenHancer: Imperfect Generative Models are Secretly Strong Vision-Centric Enhancers,https://openaccess.thecvf.com/content/ICCV2025/html/Ma_GenHancer_Imperfect_Generative_Models_are_Secretly_Strong_Vision-Centric_Enhancers_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Ma_GenHancer_Imperfect_Generative_Models_are_Secretly_Strong_Vision-Centric_Enhancers_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,LLaVA-3D: A Simple yet Effective Pathway to Empowering LMMs with 3D Capabilities,https://openaccess.thecvf.com/content/ICCV2025/html/Zhu_LLaVA-3D_A_Simple_yet_Effective_Pathway_to_Empowering_LMMs_with_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Zhu_LLaVA-3D_A_Simple_yet_Effective_Pathway_to_Empowering_LMMs_with_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Understanding Museum Exhibits using Vision-Language Reasoning,https://openaccess.thecvf.com/content/ICCV2025/html/Balauca_Understanding_Museum_Exhibits_using_Vision-Language_Reasoning_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Balauca_Understanding_Museum_Exhibits_using_Vision-Language_Reasoning_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,MINERVA: Evaluating Complex Video Reasoning,https://openaccess.thecvf.com/content/ICCV2025/html/Nagrani_MINERVA_Evaluating_Complex_Video_Reasoning_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Nagrani_MINERVA_Evaluating_Complex_Video_Reasoning_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Active Membership Inference Test (aMINT): Enhancing Model Auditability with Multi-Task Learning.,https://openaccess.thecvf.com/content/ICCV2025/html/DeAlcala_Active_Membership_Inference_Test_aMINT_Enhancing_Model_Auditability_with_Multi-Task_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/DeAlcala_Active_Membership_Inference_Test_aMINT_Enhancing_Model_Auditability_with_Multi-Task_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,One Perturbation is Enough: On Generating Universal Adversarial Perturbations against Vision-Language Pre-training Models,https://openaccess.thecvf.com/content/ICCV2025/html/Fang_One_Perturbation_is_Enough_On_Generating_Universal_Adversarial_Perturbations_against_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Fang_One_Perturbation_is_Enough_On_Generating_Universal_Adversarial_Perturbations_against_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,When Lighting Deceives: Exposing Vision-Language Models' Illumination Vulnerability Through Illumination Transformation Attack,https://openaccess.thecvf.com/content/ICCV2025/html/Liu_When_Lighting_Deceives_Exposing_Vision-Language_Models_Illumination_Vulnerability_Through_Illumination_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Liu_When_Lighting_Deceives_Exposing_Vision-Language_Models_Illumination_Vulnerability_Through_Illumination_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Exploring View Consistency for Scene-Adaptive Low-Light Light Field Image Enhancement,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_Exploring_View_Consistency_for_Scene-Adaptive_Low-Light_Light_Field_Image_Enhancement_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_Exploring_View_Consistency_for_Scene-Adaptive_Low-Light_Light_Field_Image_Enhancement_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,DIA: The Adversarial Exposure of Deterministic Inversion in Diffusion Models,https://openaccess.thecvf.com/content/ICCV2025/html/Hong_DIA_The_Adversarial_Exposure_of_Deterministic_Inversion_in_Diffusion_Models_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Hong_DIA_The_Adversarial_Exposure_of_Deterministic_Inversion_in_Diffusion_Models_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Rectifying Magnitude Neglect in Linear Attention,https://openaccess.thecvf.com/content/ICCV2025/html/Fan_Rectifying_Magnitude_Neglect_in_Linear_Attention_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Fan_Rectifying_Magnitude_Neglect_in_Linear_Attention_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,"GEMeX: A Large-Scale, Groundable, and Explainable Medical VQA Benchmark for Chest X-ray Diagnosis",https://openaccess.thecvf.com/content/ICCV2025/html/Liu_GEMeX_A_Large-Scale_Groundable_and_Explainable_Medical_VQA_Benchmark_for_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Liu_GEMeX_A_Large-Scale_Groundable_and_Explainable_Medical_VQA_Benchmark_for_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Learning to See Inside Opaque Liquid Containers using Speckle Vibrometry,https://openaccess.thecvf.com/content/ICCV2025/html/Kichler_Learning_to_See_Inside_Opaque_Liquid_Containers_using_Speckle_Vibrometry_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Kichler_Learning_to_See_Inside_Opaque_Liquid_Containers_using_Speckle_Vibrometry_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,HouseTour: A Virtual Real Estate A(I)gent,https://openaccess.thecvf.com/content/ICCV2025/html/Celen_HouseTour_A_Virtual_Real_Estate_AIgent_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Celen_HouseTour_A_Virtual_Real_Estate_AIgent_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Debiased Teacher for Day-to-Night Domain Adaptive Object Detection,https://openaccess.thecvf.com/content/ICCV2025/html/Cui_Debiased_Teacher_for_Day-to-Night_Domain_Adaptive_Object_Detection_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Cui_Debiased_Teacher_for_Day-to-Night_Domain_Adaptive_Object_Detection_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Frequency-Aligned Knowledge Distillation for Lightweight Spatiotemporal Forecasting,https://openaccess.thecvf.com/content/ICCV2025/html/Li_Frequency-Aligned_Knowledge_Distillation_for_Lightweight_Spatiotemporal_Forecasting_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Li_Frequency-Aligned_Knowledge_Distillation_for_Lightweight_Spatiotemporal_Forecasting_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Colors See Colors Ignore: Clothes Changing ReID with Color Disentanglement,https://openaccess.thecvf.com/content/ICCV2025/html/Pathak_Colors_See_Colors_Ignore_Clothes_Changing_ReID_with_Color_Disentanglement_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Pathak_Colors_See_Colors_Ignore_Clothes_Changing_ReID_with_Color_Disentanglement_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Image as an IMU: Estimating Camera Motion from a Single Motion-Blurred Image,https://openaccess.thecvf.com/content/ICCV2025/html/Chen_Image_as_an_IMU_Estimating_Camera_Motion_from_a_Single_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Chen_Image_as_an_IMU_Estimating_Camera_Motion_from_a_Single_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,AnyI2V: Animating Any Conditional Image with Motion Control,https://openaccess.thecvf.com/content/ICCV2025/html/Li_AnyI2V_Animating_Any_Conditional_Image_with_Motion_Control_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Li_AnyI2V_Animating_Any_Conditional_Image_with_Motion_Control_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,GENMO: A GENeralist Model for Human MOtion,https://openaccess.thecvf.com/content/ICCV2025/html/Li_GENMO_A_GENeralist_Model_for_Human_MOtion_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Li_GENMO_A_GENeralist_Model_for_Human_MOtion_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,M-Net: MRI Brain Tumor Sequential Segmentation Network via Mesh-Cast,https://openaccess.thecvf.com/content/ICCV2025/html/Lu_M-Net_MRI_Brain_Tumor_Sequential_Segmentation_Network_via_Mesh-Cast_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Lu_M-Net_MRI_Brain_Tumor_Sequential_Segmentation_Network_via_Mesh-Cast_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Weakly Supervised Visible-Infrared Person Re-Identification via Heterogeneous Expert Collaborative Consistency Learning,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_Weakly_Supervised_Visible-Infrared_Person_Re-Identification_via_Heterogeneous_Expert_Collaborative_Consistency_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_Weakly_Supervised_Visible-Infrared_Person_Re-Identification_via_Heterogeneous_Expert_Collaborative_Consistency_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Prompt-A-Video: Prompt Your Video Diffusion Model via Preference-Aligned LLM,https://openaccess.thecvf.com/content/ICCV2025/html/Ji_Prompt-A-Video_Prompt_Your_Video_Diffusion_Model_via_Preference-Aligned_LLM_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Ji_Prompt-A-Video_Prompt_Your_Video_Diffusion_Model_via_Preference-Aligned_LLM_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Diffusion Image Prior,https://openaccess.thecvf.com/content/ICCV2025/html/Chihaoui_Diffusion_Image_Prior_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Chihaoui_Diffusion_Image_Prior_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Constructing Ophthalmic MLLM for Positioning-diagnosis Collaboration Through Clinical Cognitive Chain Reasoning,https://openaccess.thecvf.com/content/ICCV2025/html/Liu_Constructing_Ophthalmic_MLLM_for_Positioning-diagnosis_Collaboration_Through_Clinical_Cognitive_Chain_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Liu_Constructing_Ophthalmic_MLLM_for_Positioning-diagnosis_Collaboration_Through_Clinical_Cognitive_Chain_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,MemDistill: Distilling LiDAR Knowledge into Memory for Camera-Only 3D Object Detection,https://openaccess.thecvf.com/content/ICCV2025/html/Kwon_MemDistill_Distilling_LiDAR_Knowledge_into_Memory_for_Camera-Only_3D_Object_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Kwon_MemDistill_Distilling_LiDAR_Knowledge_into_Memory_for_Camera-Only_3D_Object_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,OpenRSD: Towards Open-prompts for Object Detection in Remote Sensing Images,https://openaccess.thecvf.com/content/ICCV2025/html/Huang_OpenRSD_Towards_Open-prompts_for_Object_Detection_in_Remote_Sensing_Images_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Huang_OpenRSD_Towards_Open-prompts_for_Object_Detection_in_Remote_Sensing_Images_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Privacy-centric Deep Motion Retargeting for Anonymization of Skeleton-Based Motion Visualization,https://openaccess.thecvf.com/content/ICCV2025/html/Carr_Privacy-centric_Deep_Motion_Retargeting_for_Anonymization_of_Skeleton-Based_Motion_Visualization_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Carr_Privacy-centric_Deep_Motion_Retargeting_for_Anonymization_of_Skeleton-Based_Motion_Visualization_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,FlashDepth: Real-time Streaming Video Depth Estimation at 2K Resolution,https://openaccess.thecvf.com/content/ICCV2025/html/Chou_FlashDepth_Real-time_Streaming_Video_Depth_Estimation_at_2K_Resolution_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Chou_FlashDepth_Real-time_Streaming_Video_Depth_Estimation_at_2K_Resolution_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Towards Performance Consistency in Multi-Level Model Collaboration,https://openaccess.thecvf.com/content/ICCV2025/html/Li_Towards_Performance_Consistency_in_Multi-Level_Model_Collaboration_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Li_Towards_Performance_Consistency_in_Multi-Level_Model_Collaboration_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Polarimetric Neural Field via Unified Complex-Valued Wave Representation,https://openaccess.thecvf.com/content/ICCV2025/html/Zhou_Polarimetric_Neural_Field_via_Unified_Complex-Valued_Wave_Representation_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Zhou_Polarimetric_Neural_Field_via_Unified_Complex-Valued_Wave_Representation_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,CLIP-Adapted Region-to-Text Learning for Generative Open-Vocabulary Semantic Segmentation,https://openaccess.thecvf.com/content/ICCV2025/html/Ge_CLIP-Adapted_Region-to-Text_Learning_for_Generative_Open-Vocabulary_Semantic_Segmentation_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Ge_CLIP-Adapted_Region-to-Text_Learning_for_Generative_Open-Vocabulary_Semantic_Segmentation_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,"Where, What, Why: Towards Explainable Driver Attention Prediction",https://openaccess.thecvf.com/content/ICCV2025/html/Zhou_Where_What_Why_Towards_Explainable_Driver_Attention_Prediction_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Zhou_Where_What_Why_Towards_Explainable_Driver_Attention_Prediction_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,MeshAnything V2: Artist-Created Mesh Generation with Adjacent Mesh Tokenization,https://openaccess.thecvf.com/content/ICCV2025/html/Chen_MeshAnything_V2_Artist-Created_Mesh_Generation_with_Adjacent_Mesh_Tokenization_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Chen_MeshAnything_V2_Artist-Created_Mesh_Generation_with_Adjacent_Mesh_Tokenization_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Visual Intention Grounding for Egocentric Assistants,https://openaccess.thecvf.com/content/ICCV2025/html/Sun_Visual_Intention_Grounding_for_Egocentric_Assistants_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Sun_Visual_Intention_Grounding_for_Egocentric_Assistants_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,Analyzing Finetuning Representation Shift for Multimodal LLMs Steering,https://openaccess.thecvf.com/content/ICCV2025/html/Khayatan_Analyzing_Finetuning_Representation_Shift_for_Multimodal_LLMs_Steering_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Khayatan_Analyzing_Finetuning_Representation_Shift_for_Multimodal_LLMs_Steering_ICCV_2025_paper.pdf,
https://openaccess.thecvf.com/ICCV2025?day=all,TeethGenerator: A two-stage framework for paired pre- and post-orthodontic 3D dental data generation,https://openaccess.thecvf.com/content/ICCV2025/html/Lei_TeethGenerator_A_two-stage_framework_for_paired_pre-_and_post-orthodontic_3D_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/html/Lei_TeethGenerator_A_two-stage_framework_for_paired_pre-_and_post-orthodontic_3D_ICCV_2025_paper.pdf,
